geoid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
14000US25009221700,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,18.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0
14000US25009206600,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25023520100,10.0,1.0,1.0,16.0,1.0,1.0,1.0,5.0,1.0,1.0,10.0,1.0,8.0,1.0,11.0,1.0,1.0,7.0,1.0,12.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,1.0,1.0,1.0,5.0,5.0,19.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,9.0,1.0
14000US25017312300,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25025130300,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25021422302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25023509101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25017310601,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25025100300,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017342500,8.0,2.0,6.0,2.0,8.0,7.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,15.0,4.0,2.0,8.0,2.0,7.0,3.0,2.0,19.0,2.0,10.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
14000US25009214100,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,18.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25021407100,3.0,3.0,1.0,3.0,17.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25021440100,1.0,1.0,1.0,9.0,9.0,17.0,1.0,2.0,1.0,6.0,1.0,15.0,11.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,5.0,3.0,5.0,15.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,20.0,8.0,13.0,6.0,6.0,1.0,3.0,3.0,1.0,3.0,11.0
14000US25009205300,2.0,5.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0
14000US25021418004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25009260402,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25023530400,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
14000US25023530902,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
14000US25023505200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25021406102,1.0,1.0,1.0,11.0,9.0,9.0,1.0,10.0,1.0,3.0,10.0,3.0,10.0,4.0,3.0,3.0,3.0,10.0,4.0,3.0,1.0,3.0,5.0,15.0,1.0,3.0,1.0,1.0,9.0,10.0,1.0,3.0,3.0,1.0,4.0,7.0,14.0,14.0,1.0,9.0,4.0,21.0,13.0,4.0,6.0,1.0,10.0,3.0,1.0,3.0,11.0
14000US25025000402,14.0,12.0,15.0,11.0,3.0,18.0,24.0,11.0,22.0,20.0,19.0,12.0,11.0,10.0,13.0,18.0,19.0,18.0,24.0,17.0,20.0,4.0,17.0,12.0,6.0,21.0,18.0,22.0,11.0,12.0,15.0,12.0,20.0,18.0,8.0,21.0,9.0,16.0,6.0,23.0,20.0,8.0,20.0,15.0,19.0,19.0,10.0,22.0,15.0,11.0,20.0
14000US25025020101,3.0,12.0,15.0,13.0,19.0,3.0,3.0,14.0,1.0,12.0,1.0,11.0,1.0,10.0,13.0,12.0,3.0,11.0,4.0,3.0,3.0,15.0,7.0,16.0,3.0,3.0,11.0,3.0,11.0,12.0,3.0,3.0,14.0,8.0,8.0,3.0,11.0,3.0,15.0,1.0,11.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,13.0,13.0
14000US25023530300,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,13.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
14000US25023543100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25009210800,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25009210100,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,18.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,7.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0
14000US25021456102,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017318400,8.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,9.0,7.0,7.0,3.0,11.0,2.0,9.0,7.0,2.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,8.0,1.0,1.0,3.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,9.0,2.0
14000US25017317203,14.0,9.0,15.0,14.0,2.0,3.0,13.0,16.0,1.0,13.0,8.0,9.0,14.0,10.0,9.0,9.0,10.0,7.0,13.0,1.0,9.0,2.0,9.0,2.0,3.0,9.0,4.0,10.0,2.0,4.0,3.0,9.0,8.0,7.0,3.0,7.0,11.0,3.0,2.0,1.0,7.0,8.0,1.0,1.0,8.0,8.0,8.0,3.0,3.0,9.0,8.0
14000US25025010403,3.0,3.0,9.0,3.0,27.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025040401,10.0,6.0,5.0,9.0,2.0,10.0,9.0,7.0,6.0,9.0,8.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,7.0,2.0,10.0,9.0,6.0,9.0,2.0,8.0,7.0,4.0,1.0,11.0,8.0,7.0,10.0,7.0,11.0,10.0,5.0,2.0,7.0,8.0,6.0,1.0,7.0,10.0,1.0,8.0,8.0,9.0,6.0
14000US25009215101,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25017354000,3.0,3.0,14.0,3.0,9.0,17.0,3.0,18.0,20.0,3.0,17.0,3.0,16.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,15.0,3.0,3.0,3.0,16.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,17.0,11.0,15.0,4.0,13.0,16.0,4.0,14.0,3.0,3.0,20.0,3.0,3.0,16.0
14000US25025160601,8.0,2.0,3.0,2.0,11.0,4.0,4.0,7.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,2.0,7.0,2.0,8.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
14000US25017368102,3.0,3.0,13.0,13.0,13.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,11.0,4.0,3.0,3.0,3.0,7.0,11.0,11.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,11.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,12.0,3.0,2.0
14000US25017373300,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,22.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,11.0,3.0,3.0,3.0,6.0,3.0,5.0,3.0,3.0,3.0,1.0,3.0,14.0,3.0,2.0,4.0,4.0,2.0,22.0,4.0,10.0,3.0,3.0,3.0,14.0,3.0,2.0
14000US25021420201,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017340000,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025101101,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25009251000,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25009250600,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US33015104101,4.0,2.0,3.0,2.0,11.0,4.0,4.0,3.0,18.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,2.0,9.0,2.0,2.0,2.0,2.0,10.0,2.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0
14000US25017342101,8.0,2.0,6.0,2.0,2.0,7.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,4.0,2.0,8.0,2.0,7.0,3.0,2.0,2.0,2.0,8.0,2.0,7.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
14000US25021420301,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US33015106400,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25017321600,17.0,11.0,1.0,12.0,12.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,13.0,1.0,11.0,19.0,11.0,1.0,1.0,1.0,16.0,11.0,10.0,11.0,1.0,11.0,10.0,1.0,10.0,10.0,14.0,1.0,10.0,1.0,2.0,10.0,10.0,19.0,9.0,9.0,10.0,11.0,1.0,10.0,20.0,1.0,2.0
14000US25023540102,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0
14000US25021441202,1.0,1.0,1.0,9.0,9.0,17.0,1.0,6.0,15.0,6.0,1.0,15.0,11.0,4.0,1.0,3.0,3.0,1.0,4.0,6.0,5.0,3.0,5.0,15.0,1.0,6.0,1.0,1.0,24.0,1.0,18.0,1.0,3.0,1.0,21.0,7.0,14.0,19.0,1.0,22.0,20.0,8.0,13.0,6.0,6.0,1.0,10.0,3.0,1.0,3.0,11.0
14000US25009262100,19.0,19.0,9.0,9.0,2.0,23.0,9.0,29.0,18.0,3.0,1.0,14.0,22.0,9.0,20.0,3.0,20.0,2.0,4.0,3.0,16.0,3.0,2.0,16.0,22.0,20.0,15.0,16.0,24.0,20.0,18.0,4.0,14.0,20.0,21.0,3.0,3.0,19.0,2.0,22.0,2.0,9.0,2.0,19.0,21.0,18.0,2.0,3.0,20.0,20.0,2.0
14000US25025082100,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017351100,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25017350300,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25009216100,4.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,18.0,2.0,1.0,2.0,2.0,2.0,7.0,3.0,2.0,2.0,10.0,4.0,7.0,2.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25017373900,8.0,2.0,3.0,2.0,11.0,3.0,4.0,3.0,6.0,2.0,6.0,2.0,2.0,2.0,3.0,7.0,2.0,2.0,4.0,4.0,7.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,8.0,2.0,4.0,10.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0
14000US25017312400,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25023545300,1.0,1.0,1.0,5.0,22.0,1.0,18.0,23.0,9.0,1.0,1.0,18.0,19.0,18.0,19.0,18.0,12.0,17.0,24.0,21.0,21.0,15.0,17.0,16.0,1.0,18.0,11.0,18.0,20.0,17.0,15.0,20.0,14.0,1.0,1.0,16.0,22.0,16.0,1.0,19.0,5.0,15.0,13.0,15.0,18.0,18.0,1.0,21.0,18.0,1.0,1.0
14000US25017317302,10.0,6.0,5.0,9.0,28.0,27.0,9.0,31.0,24.0,9.0,23.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,10.0,9.0,7.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,2.0,13.0,1.0,11.0,8.0,5.0,10.0,7.0,6.0,2.0,5.0,24.0,2.0,22.0,14.0,1.0,7.0,10.0,6.0,15.0,5.0,9.0,6.0
14000US25009252603,14.0,21.0,15.0,14.0,29.0,28.0,13.0,16.0,14.0,13.0,8.0,20.0,14.0,10.0,9.0,23.0,10.0,7.0,13.0,4.0,9.0,20.0,9.0,3.0,25.0,22.0,4.0,10.0,7.0,22.0,7.0,9.0,22.0,1.0,4.0,7.0,11.0,21.0,11.0,25.0,7.0,8.0,24.0,4.0,23.0,8.0,8.0,16.0,1.0,14.0,11.0
14000US25021410100,10.0,6.0,5.0,9.0,2.0,3.0,9.0,2.0,1.0,9.0,1.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,3.0,9.0,1.0,8.0,2.0,1.0,1.0,11.0,8.0,1.0,1.0,7.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,10.0,6.0,3.0,1.0,9.0,6.0
14000US25023511000,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25025010701,17.0,8.0,3.0,15.0,11.0,15.0,8.0,20.0,6.0,16.0,15.0,15.0,15.0,16.0,15.0,15.0,8.0,6.0,10.0,11.0,7.0,12.0,12.0,15.0,15.0,15.0,14.0,15.0,18.0,8.0,12.0,15.0,23.0,19.0,12.0,15.0,6.0,8.0,8.0,21.0,13.0,10.0,13.0,14.0,12.0,12.0,14.0,15.0,14.0,22.0,9.0
14000US33015107500,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25009266200,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25023523100,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
14000US25023523201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
